order_id,customer_id,order_date,payment_mode,total_amount
509462,1524,7/16/2025,Wallet,63064
509463,3955,12/16/2024,NetBanking,11600
509464,8830,4/11/2023,Cash on Delivery,55698
509465,8442,1/5/2024,Cash on Delivery,504641
509466,1281,7/28/2024,Debit Card,201150
509467,2497,2/19/2024,UPI,240867
509468,6643,2/23/2025,UPI,132917
509469,3387,7/24/2025,UPI,108364
509470,8662,3/20/2025,Credit Card,101238
509471,2153,4/6/2023,Cash on Delivery,134400
509472,7854,6/16/2023,Cash on Delivery,91863
509473,8934,7/14/2025,Wallet,452965
509474,5099,6/30/2023,NetBanking,64217
509475,3877,2/5/2025,Cash on Delivery,605682
509476,2273,7/27/2023,Debit Card,245275
509477,6011,12/27/2023,UPI,84800
509478,2684,7/4/2022,UPI,104465
509479,1774,12/24/2024,Cash on Delivery,137800
509480,9360,1/11/2025,Credit Card,1891
509481,7746,6/14/2023,Cash on Delivery,141701
509482,4685,1/9/2024,Wallet,139416
509483,1311,4/22/2024,Debit Card,97527
509484,5322,6/30/2024,NetBanking,33556
509485,3986,11/23/2023,Debit Card,208757
509486,7258,10/31/2024,Wallet,2195
509487,2662,3/29/2024,UPI,40377
509488,7374,5/8/2025,Wallet,166940
509489,3958,8/17/2024,UPI,105399
509490,1813,11/30/2024,NetBanking,56070
509491,5215,10/24/2024,Credit Card,94196
509492,7672,1/20/2025,Credit Card,270937
509493,4065,1/30/2023,NetBanking,159222
509494,3664,11/11/2024,Credit Card,180975
509495,1231,7/24/2025,UPI,380155
509496,3371,12/25/2023,Credit Card,172380
509497,2308,3/27/2025,Debit Card,43154
509498,2321,7/24/2022,UPI,60242
509499,1084,7/19/2022,Credit Card,45252
509500,1843,1/8/2025,UPI,140549
509501,1039,4/25/2025,Credit Card,440057
509502,2348,3/18/2025,UPI,443949
509503,4978,7/29/2024,UPI,99080
509504,9479,2/9/2025,NetBanking,18052
509505,6545,7/6/2023,NetBanking,23280
509506,1185,7/8/2023,Debit Card,93477
509507,4359,8/13/2025,Wallet,12068
509508,8273,7/20/2022,Wallet,428911
509509,193,7/18/2023,UPI,21006
509510,4355,6/7/2025,Wallet,21204
509511,9062,4/21/2025,Wallet,3303
509512,6954,2/17/2024,Cash on Delivery,261860
509513,9067,10/23/2023,UPI,67039
509514,9797,7/20/2023,Debit Card,67849
509515,7887,6/24/2024,Wallet,135540
509516,531,4/21/2025,NetBanking,159714
509517,5141,7/25/2024,Cash on Delivery,59999
509518,6926,11/18/2023,Wallet,169967
509519,5780,3/25/2023,Credit Card,41920
509520,1847,8/9/2025,NetBanking,109244
509521,5825,5/14/2025,Cash on Delivery,363208
509522,615,2/21/2025,Debit Card,129947
509523,3786,8/29/2023,Cash on Delivery,118728
509524,3802,4/12/2024,NetBanking,8211
509525,1002,5/9/2023,UPI,237895
509526,3678,5/24/2025,UPI,86124
509527,6142,11/27/2023,UPI,570349
509528,5325,6/15/2022,Credit Card,86864
509529,7014,5/4/2024,Cash on Delivery,137632
509530,4387,6/3/2024,NetBanking,40583
509531,6256,10/27/2023,NetBanking,85004
509532,1335,5/19/2024,NetBanking,36715
509533,4485,8/21/2023,Credit Card,54613
509534,6037,10/28/2024,Debit Card,26759
509535,4107,8/13/2023,Cash on Delivery,83541
509536,6038,12/23/2022,UPI,62844
509537,6386,7/25/2024,Debit Card,63581
509538,7660,4/28/2025,NetBanking,164750
509539,5903,7/6/2024,Debit Card,197782
509540,1196,2/13/2024,Cash on Delivery,77971
509541,9554,8/22/2024,UPI,647388
509542,7494,10/17/2024,Debit Card,24660
509543,7961,2/8/2025,Cash on Delivery,125872
509544,3363,2/6/2024,Wallet,351503
509545,1094,3/17/2024,UPI,224190
509546,187,5/2/2025,Cash on Delivery,580301
509547,6299,2/11/2025,Wallet,97581
509548,6966,7/29/2024,Credit Card,420238
509549,1538,2/28/2025,Cash on Delivery,55252
509550,630,2/18/2024,Wallet,289737
509551,7319,2/7/2024,Credit Card,16759
509552,5725,12/20/2024,Wallet,47914
509553,1598,9/26/2024,UPI,194232
509554,2448,8/5/2024,UPI,64560
509555,4916,7/19/2025,UPI,25196
509556,3275,10/21/2023,UPI,5544
509557,8969,12/2/2023,NetBanking,401516
509558,9115,2/12/2025,NetBanking,76772
509559,56,11/11/2024,Wallet,279560
509560,4170,11/27/2024,UPI,3549
509561,7588,6/5/2023,Wallet,40628
509562,3268,3/23/2024,Cash on Delivery,511117
509563,3443,8/18/2023,Wallet,61735
509564,3235,10/15/2023,Credit Card,675182
509565,3560,4/17/2023,Credit Card,33271
509566,9278,10/22/2024,Wallet,136883
509567,9141,10/17/2024,Debit Card,312212
509568,7055,9/20/2024,Wallet,27760
509569,8901,4/25/2025,NetBanking,19482
509570,3984,12/6/2023,Credit Card,247173
509571,1786,4/12/2024,Wallet,76208
509572,9019,4/1/2025,NetBanking,95929
509573,5091,3/9/2023,UPI,115746
509574,6768,7/22/2025,Wallet,71885
509575,6022,5/11/2024,Cash on Delivery,163175
509576,3836,3/28/2024,Wallet,135892
509577,5863,3/29/2024,Wallet,269214
509578,8704,3/12/2025,UPI,85050
509579,8568,5/30/2025,Credit Card,127684
509580,1004,6/18/2025,Credit Card,8800
509581,4798,11/30/2022,Credit Card,570000
509582,1673,7/4/2025,Debit Card,57000
509583,7952,12/17/2024,Credit Card,133793
509584,8850,11/29/2023,Credit Card,189231
509585,7688,12/15/2024,UPI,19692
509586,6900,8/5/2023,NetBanking,133370
509587,5133,9/18/2024,Debit Card,41833
509588,7038,12/31/2023,NetBanking,146056
509589,2617,8/5/2024,Cash on Delivery,83894
509590,272,3/27/2025,NetBanking,93229
509591,6080,11/11/2023,Debit Card,563364
509592,998,3/5/2024,NetBanking,235867
509593,7656,7/19/2022,Credit Card,191116
509594,8409,3/8/2025,Debit Card,160394
509595,3625,3/27/2024,Credit Card,156334
509596,5662,2/21/2025,Wallet,331965
509597,6555,1/28/2024,UPI,296492
509598,5462,5/7/2024,Debit Card,42386
509599,3929,5/18/2025,Credit Card,43357
509600,7339,3/23/2024,Debit Card,262972
509601,7128,4/27/2024,Wallet,111875
509602,2071,4/9/2024,Cash on Delivery,171316
509603,7801,5/31/2024,UPI,571676
509604,4762,6/21/2023,Credit Card,34535
509605,5491,8/11/2024,NetBanking,39749
509606,5274,11/12/2023,NetBanking,135787
509607,5621,2/17/2025,UPI,3136
509608,2538,7/8/2024,Debit Card,790230
509609,2966,10/29/2024,UPI,24900
509610,2245,9/24/2022,UPI,101219
509611,9056,7/23/2025,Debit Card,33383
509612,2559,8/7/2025,Debit Card,272447
509613,5060,11/13/2023,NetBanking,702842
509614,4424,10/23/2023,Wallet,43045
509615,1530,5/1/2025,UPI,24809
509616,1384,4/7/2025,Debit Card,39893
509617,3692,2/9/2024,Wallet,2190
509618,2193,5/9/2025,Credit Card,51117
509619,5348,9/28/2023,NetBanking,369580
509620,3330,7/6/2024,UPI,221318
509621,8902,5/28/2023,Debit Card,115264
509622,2049,3/22/2024,Debit Card,582577
509623,4019,10/27/2024,Wallet,338699
509624,1907,7/29/2023,Wallet,52118
509625,1561,9/4/2024,NetBanking,24066
509626,9738,8/11/2025,UPI,463241
509627,869,9/14/2022,Wallet,227557
509628,7746,7/17/2023,UPI,209672
509629,46,10/3/2023,Cash on Delivery,180024
509630,7951,10/19/2024,NetBanking,88399
509631,6007,5/5/2025,Credit Card,20400
509632,451,6/3/2025,Cash on Delivery,139200
509633,9294,6/4/2025,Debit Card,127501
509634,2385,5/25/2023,Debit Card,428920
509635,7326,8/29/2024,UPI,3888
509636,8677,6/5/2024,Wallet,150536
509637,7156,12/17/2024,NetBanking,118125
509638,6125,2/6/2024,Credit Card,368321
509639,9376,1/31/2023,NetBanking,76994
509640,3525,7/11/2024,NetBanking,265837
509641,6588,8/7/2025,UPI,67912
509642,2829,6/28/2025,Wallet,75096
509643,147,11/7/2024,Debit Card,160071
509644,1292,4/25/2025,Debit Card,58978
509645,9942,12/11/2023,NetBanking,136725
509646,4805,3/6/2025,NetBanking,360309
509647,5613,7/14/2024,Debit Card,436173
509648,8256,1/16/2025,Credit Card,94808
509649,3730,11/6/2023,Credit Card,13141
509650,6813,8/11/2025,Cash on Delivery,250174
509651,7587,6/12/2024,Wallet,451329
509652,231,10/2/2024,NetBanking,143279
509653,7604,11/12/2023,Debit Card,231630
509654,6307,2/26/2024,NetBanking,135800
509655,4300,4/29/2025,Cash on Delivery,63148
509656,8899,5/2/2024,Credit Card,72442
509657,7818,12/9/2024,Debit Card,574000
509658,6711,5/4/2024,Credit Card,441000
509659,3992,5/9/2024,Debit Card,48640
509660,4548,8/2/2024,Credit Card,95938
509661,536,5/12/2025,Debit Card,210868
509662,1227,10/23/2024,UPI,33666
509663,7353,1/10/2024,Debit Card,125746
509664,3280,10/19/2023,NetBanking,450664
509665,2370,7/22/2024,Wallet,33200
509666,23,3/5/2025,Credit Card,576332
509667,6421,7/16/2025,Debit Card,5395
509668,7653,6/7/2025,UPI,50819
509669,2095,3/25/2025,Wallet,33567
509670,7450,7/26/2024,Wallet,90513
509671,2552,5/11/2025,NetBanking,640167
509672,5820,4/11/2025,Cash on Delivery,117600
509673,6605,12/30/2023,UPI,293142
509674,2246,12/8/2024,UPI,6612
509675,8974,9/4/2023,Credit Card,229907
509676,7774,3/17/2024,Debit Card,210927
509677,1016,7/25/2025,Credit Card,54000
509678,3145,10/15/2024,UPI,92107
509679,1997,7/18/2023,Credit Card,272868
509680,2451,8/3/2023,Wallet,71113
509681,2857,10/4/2023,Credit Card,354287
509682,7382,3/22/2025,UPI,291182
509683,9756,5/28/2025,NetBanking,35513
509684,9920,10/8/2023,Cash on Delivery,91432
509685,2292,6/9/2023,Wallet,42749
509686,6416,1/17/2025,UPI,164317
509687,6956,9/15/2024,UPI,70844
509688,8730,3/28/2024,Cash on Delivery,92444
509689,2093,1/11/2024,Debit Card,118069
509690,4782,1/19/2025,Credit Card,103032
509691,6602,2/9/2025,Wallet,142570
509692,8166,1/27/2024,Debit Card,506210
509693,105,2/18/2025,UPI,32534
509694,6842,6/28/2024,UPI,60971
509695,2652,4/13/2023,NetBanking,181127
509696,6405,7/18/2024,UPI,178742
509697,9170,2/9/2025,Debit Card,8613
509698,8254,5/29/2025,NetBanking,175297
509699,7057,7/29/2025,Wallet,16878
509700,3087,4/11/2025,Debit Card,91542
509701,8409,9/7/2022,Cash on Delivery,4858
509702,9317,2/23/2024,UPI,254497
509703,5819,9/24/2024,Debit Card,262609
509704,9204,8/5/2022,Debit Card,388352
509705,6085,1/23/2024,Credit Card,7134
509706,843,5/22/2023,UPI,58100
509707,9526,7/20/2025,Wallet,236592
509708,588,3/20/2024,UPI,163790
509709,9819,12/1/2024,Debit Card,103438
509710,2189,8/27/2023,NetBanking,35280
509711,1413,4/18/2025,UPI,148434
509712,6195,1/11/2024,Wallet,147823
509713,7264,7/16/2024,NetBanking,17721
509714,3092,10/20/2024,Debit Card,295103
509715,2879,4/9/2025,NetBanking,130670
509716,9097,7/29/2025,NetBanking,50739
509717,8213,4/11/2023,UPI,52809
509718,5560,4/21/2025,Cash on Delivery,138203
509719,6647,10/14/2024,Wallet,101674
509720,7715,3/13/2025,Debit Card,9576
509721,1912,11/18/2024,Debit Card,183012
509722,9741,10/18/2023,Credit Card,54354
509723,6150,2/4/2023,NetBanking,264953
509724,1548,8/15/2025,Debit Card,45937
509725,9838,1/26/2023,Wallet,2803
509726,846,5/16/2024,Cash on Delivery,192809
509727,4031,8/7/2025,NetBanking,165730
509728,3987,11/6/2024,Debit Card,57326
509729,5365,11/25/2024,UPI,31551
509730,5216,1/25/2025,Wallet,261517
509731,2964,5/11/2025,Debit Card,581937
509732,3342,8/30/2022,Wallet,145600
509733,3970,1/11/2025,Credit Card,473891
509734,1447,8/11/2025,UPI,414300
509735,3529,2/28/2024,Wallet,866791
509736,8338,9/15/2023,NetBanking,59230
509737,9886,11/21/2023,UPI,636108
509738,7977,5/6/2025,Cash on Delivery,53840
509739,4392,2/8/2025,Cash on Delivery,374704
509740,8283,11/7/2024,Wallet,34369
509741,2042,6/19/2024,Wallet,144044
509742,6439,11/19/2022,UPI,165640
509743,6728,6/14/2025,Debit Card,166044
509744,5086,10/3/2023,Cash on Delivery,380538
509745,1727,3/4/2023,UPI,27434
509746,8432,6/28/2025,Wallet,87265
509747,739,11/23/2024,Debit Card,152442
509748,7413,2/15/2025,Credit Card,458087
509749,5044,5/18/2025,NetBanking,2720
509750,9532,6/23/2025,Wallet,638365
509751,6291,2/27/2025,UPI,26415
509752,1976,10/16/2023,Debit Card,300000
509753,7050,1/9/2025,NetBanking,51776
509754,5870,9/19/2024,NetBanking,231927
509755,6094,7/25/2024,Cash on Delivery,78314
509756,4110,9/2/2024,NetBanking,9434
509757,2313,11/26/2024,Debit Card,64103
509758,1386,12/31/2024,Credit Card,54510
509759,1440,5/26/2025,Wallet,82366
509760,6277,10/20/2024,Debit Card,6516
509761,4998,2/17/2024,UPI,252993
509762,4930,9/30/2024,Credit Card,173599
509763,2288,3/23/2024,Wallet,190789
509764,270,1/25/2024,UPI,31197
509765,4201,3/1/2023,Credit Card,340185
509766,3747,7/23/2025,Debit Card,32422
509767,5460,1/2/2024,Wallet,16113
509768,9662,2/6/2025,NetBanking,282000
509769,1142,1/31/2024,Cash on Delivery,187240
509770,7148,11/23/2023,Debit Card,301438
509771,965,6/27/2025,Cash on Delivery,150167
509772,7556,6/2/2023,Debit Card,6248
509773,3747,5/13/2025,Debit Card,119860
509774,8346,5/25/2025,Debit Card,142660
509775,5868,3/27/2025,UPI,58038
509776,4232,7/19/2025,Credit Card,31648
509777,8371,3/19/2025,Debit Card,144840
509778,5558,4/24/2025,Credit Card,158782
509779,8477,2/13/2023,UPI,78962
509780,8491,10/3/2024,Credit Card,739559
509781,7017,5/13/2024,Credit Card,13056
509782,7297,6/15/2025,Cash on Delivery,442238
509783,4341,10/1/2023,UPI,5916
509784,9271,7/11/2025,Credit Card,2372
509785,5533,12/8/2024,Cash on Delivery,13670
509786,4804,3/26/2023,Debit Card,227036
509787,2042,8/2/2025,Wallet,539746
509788,2833,3/5/2023,Credit Card,65100
509789,5665,4/27/2025,Wallet,512189
509790,8430,7/26/2024,Credit Card,3880
509791,6324,6/26/2022,Credit Card,462965
509792,4242,8/19/2023,Wallet,34997
509793,2055,5/10/2025,Cash on Delivery,232275
509794,1721,1/16/2024,NetBanking,11942
509795,1603,7/4/2025,Credit Card,176989
509796,9280,7/19/2025,Debit Card,7350
509797,5334,5/4/2024,Cash on Delivery,305825
509798,8922,12/28/2024,NetBanking,12922
509799,5542,5/17/2025,UPI,80421
509800,4079,7/31/2024,NetBanking,82086
509801,8686,11/19/2024,Debit Card,263387
509802,7620,6/16/2023,Wallet,795970
509803,1301,5/10/2023,Cash on Delivery,306211
509804,7629,9/29/2024,Credit Card,140863
509805,6796,4/26/2025,Cash on Delivery,71746
509806,8990,6/29/2024,Credit Card,631509
509807,4784,4/29/2023,NetBanking,18117
509808,3854,1/7/2024,Credit Card,626127
509809,2529,10/1/2024,Debit Card,113851
509810,6153,8/23/2024,Debit Card,24403
509811,3194,10/3/2023,Debit Card,152350
509812,1181,7/27/2024,Debit Card,33162
509813,1022,1/18/2024,UPI,104056
509814,4508,11/15/2024,Debit Card,3580
509815,2571,8/11/2023,Credit Card,115868
509816,203,12/27/2023,Wallet,7690
509817,4943,6/26/2025,Cash on Delivery,186250
509818,5229,3/8/2023,Wallet,3312
509819,6369,12/18/2023,UPI,200636
509820,437,5/31/2024,Cash on Delivery,75290
509821,2954,2/2/2025,NetBanking,227283
509822,3851,1/7/2023,Credit Card,463209
509823,3189,11/17/2023,Wallet,25161
509824,185,5/28/2024,Cash on Delivery,176041
509825,6143,9/30/2023,Wallet,185132
509826,1424,3/28/2024,NetBanking,208377
509827,7124,5/2/2023,Cash on Delivery,135693
509828,1482,11/26/2024,NetBanking,166805
509829,8215,5/20/2025,Cash on Delivery,43014
509830,8935,6/13/2025,Cash on Delivery,37812
509831,5302,2/28/2025,Cash on Delivery,72433
509832,2115,7/14/2025,Wallet,74155
509833,9307,8/17/2024,UPI,59424
509834,7608,8/10/2022,Cash on Delivery,155406
509835,41,4/6/2025,UPI,71278
509836,1237,12/25/2023,Debit Card,336697
509837,966,6/30/2023,Cash on Delivery,69790
509838,3552,2/28/2023,UPI,9840
509839,4626,3/23/2025,Cash on Delivery,85986
509840,1594,6/10/2024,Credit Card,22592
509841,2502,7/27/2025,UPI,55626
509842,6862,5/21/2025,Credit Card,221519
509843,1257,6/14/2025,Cash on Delivery,33314
509844,2066,9/12/2023,Wallet,482500
509845,6878,2/13/2023,UPI,204282
509846,7478,2/7/2024,Cash on Delivery,133701
509847,5999,6/30/2024,Cash on Delivery,188385
509848,4295,12/14/2023,Wallet,54549
509849,8040,12/21/2023,Debit Card,145200
509850,1300,8/5/2025,Debit Card,76637
509851,3508,4/6/2025,Wallet,78692
509852,6149,10/10/2024,Credit Card,213065
509853,9548,12/31/2024,UPI,194025
509854,6958,4/7/2023,UPI,85271
509855,2203,3/23/2025,Wallet,35200
509856,5277,7/29/2025,NetBanking,248009
509857,4360,7/17/2024,Wallet,59341
509858,6492,9/10/2023,NetBanking,200741
509859,2295,1/8/2025,Credit Card,82708
509860,9520,6/13/2023,Debit Card,14805
509861,3875,12/24/2023,Credit Card,149897
509862,4631,1/30/2024,Wallet,376280
509863,8167,1/11/2023,Debit Card,218066
509864,2804,8/26/2023,Cash on Delivery,89440
509865,9649,10/6/2024,Cash on Delivery,140922
509866,5615,12/5/2023,UPI,286708
509867,9930,7/4/2022,Credit Card,46143
509868,1024,3/28/2024,NetBanking,117609
509869,5874,4/21/2025,NetBanking,90650
509870,7410,7/16/2022,NetBanking,107566
509871,8900,1/18/2025,Wallet,448413
509872,2102,10/29/2023,Wallet,458362
509873,8343,6/10/2025,Debit Card,228904
509874,1499,8/21/2024,Credit Card,31697
509875,7342,9/20/2024,Credit Card,208747
509876,8562,5/4/2022,NetBanking,19829
509877,8454,3/30/2024,Credit Card,142727
509878,9083,2/14/2025,Wallet,136837
509879,7064,1/25/2025,Credit Card,33141
509880,7436,1/29/2024,NetBanking,199253
509881,452,2/14/2025,Debit Card,459624
509882,3569,5/16/2025,UPI,67593
509883,7738,2/2/2023,Wallet,2479
509884,393,4/23/2025,Wallet,764524
509885,8144,1/18/2024,Credit Card,23238
509886,5168,1/20/2025,Credit Card,128840
509887,6316,11/8/2023,UPI,6566
509888,3730,7/14/2025,Debit Card,577666
509889,5159,12/4/2023,Wallet,19246
509890,629,2/24/2025,Cash on Delivery,289572
509891,5171,5/1/2025,UPI,284441
509892,9815,11/3/2024,Cash on Delivery,64592
509893,4885,2/3/2024,Debit Card,40157
509894,1158,8/22/2024,Debit Card,182738
509895,898,1/16/2025,NetBanking,47970
509896,4893,3/29/2024,Debit Card,92154
509897,2892,6/13/2025,Wallet,16239
509898,2398,2/6/2024,UPI,108000
509899,2836,4/5/2025,Cash on Delivery,140896
509900,5670,3/16/2024,Wallet,15247
509901,4739,12/31/2024,Credit Card,29963
509902,7479,9/1/2024,Credit Card,149806
509903,4731,1/20/2025,Wallet,203338
509904,1879,1/25/2024,Debit Card,43308
509905,9658,1/12/2025,Debit Card,414000
509906,7818,10/20/2023,NetBanking,381657
509907,5634,10/28/2024,Credit Card,137136
509908,4336,9/6/2024,Debit Card,560886
509909,8860,8/27/2023,Cash on Delivery,119000
509910,2888,2/9/2023,Debit Card,6584
509911,8852,1/10/2025,UPI,83015
509912,8742,1/18/2024,UPI,85444
509913,7459,6/25/2022,Debit Card,338228
509914,3169,2/29/2024,NetBanking,19180
509915,8139,1/7/2024,Wallet,91956
509916,5979,3/27/2025,Debit Card,141932
509917,1587,1/4/2023,Wallet,210048
509918,1700,11/28/2022,Wallet,29910
509919,3601,11/3/2023,Wallet,62633
509920,7415,9/16/2023,NetBanking,174235
509921,7525,8/29/2023,NetBanking,32900
509922,2545,1/1/2025,Cash on Delivery,145128
509923,9951,7/5/2024,NetBanking,197576
509924,7662,7/2/2025,Credit Card,9390
509925,2104,6/27/2024,Debit Card,343288
509926,6957,10/16/2024,Credit Card,95297
509927,6697,11/7/2023,Credit Card,69224
509928,4045,11/8/2024,UPI,86158
509929,9834,5/17/2024,NetBanking,49854
509930,270,6/1/2023,UPI,206951
509931,5327,4/16/2024,Wallet,10038
509932,7748,6/7/2025,Debit Card,358993
509933,1280,1/8/2024,Debit Card,236038
509934,5612,2/13/2024,Debit Card,618944
509935,7047,11/30/2024,Debit Card,525805
509936,4938,9/23/2024,NetBanking,452578
509937,4259,1/20/2024,NetBanking,142214
509938,2973,9/8/2023,Wallet,54167
509939,5189,4/26/2025,Debit Card,151533
509940,4800,8/24/2024,UPI,28200
509941,2712,11/22/2024,Cash on Delivery,46971
509942,2871,4/19/2025,Wallet,102241
509943,9685,1/8/2023,NetBanking,70378
509944,3866,4/23/2024,Credit Card,107229
509945,6276,8/27/2023,Debit Card,74304
509946,5777,6/5/2025,Wallet,187865
509947,8317,6/29/2025,NetBanking,527825
509948,4918,11/22/2024,UPI,563809
509949,9523,12/2/2022,NetBanking,45706
509950,7885,8/13/2022,Wallet,492883
509951,8070,12/7/2023,Debit Card,303144
509952,7838,1/20/2025,Credit Card,31386
509953,978,6/27/2024,Credit Card,563988
509954,2842,3/27/2025,Debit Card,64978
509955,3273,3/3/2024,UPI,120694
509956,3520,9/14/2023,NetBanking,225066
509957,9592,10/15/2023,UPI,192221
509958,4370,5/18/2024,Cash on Delivery,71970
509959,9585,4/10/2025,Debit Card,83305
509960,4334,5/6/2022,Cash on Delivery,143106
509961,285,7/25/2024,Debit Card,84538
509962,1580,11/11/2024,Cash on Delivery,133376
509963,3358,2/25/2024,Credit Card,17275
509964,7178,3/25/2025,Wallet,73572
509965,2195,4/5/2025,Credit Card,290738
509966,7076,1/5/2025,Cash on Delivery,138482
509967,3858,12/26/2024,Credit Card,131188
509968,6762,1/26/2025,Credit Card,126259
509969,1957,10/21/2024,NetBanking,332736
509970,7649,8/6/2024,NetBanking,589955
509971,6630,9/30/2024,Cash on Delivery,113325
509972,1377,2/9/2025,Credit Card,95602
509973,6785,5/24/2023,Credit Card,53280
509974,6747,6/13/2022,UPI,242810
509975,6640,12/22/2024,NetBanking,472511
509976,783,2/25/2025,Debit Card,157238
509977,1823,12/12/2024,UPI,55169
509978,265,3/1/2025,UPI,116787
509979,9602,8/10/2025,Credit Card,50944
509980,3935,1/23/2025,NetBanking,105803
509981,3845,7/26/2025,NetBanking,76484
509982,206,12/10/2024,Debit Card,79482
509983,538,4/30/2023,Credit Card,353873
509984,7574,2/19/2024,Credit Card,168917
509985,8309,8/13/2025,Cash on Delivery,61051
509986,9909,3/29/2025,Debit Card,351729
509987,7885,8/30/2023,Cash on Delivery,383116
509988,3975,2/1/2025,Wallet,51843
509989,6238,8/30/2024,Cash on Delivery,831028
509990,2522,7/10/2024,Cash on Delivery,50835
509991,8815,2/28/2025,Cash on Delivery,13600
509992,6969,2/6/2025,Debit Card,165256
509993,749,9/27/2023,NetBanking,17040
509994,2545,1/26/2024,Wallet,77195
509995,4688,11/19/2024,Debit Card,83239
509996,4320,5/2/2025,Debit Card,7680
509997,2775,3/19/2024,Wallet,22111
509998,96,5/30/2025,Debit Card,130467
509999,8960,2/20/2023,Credit Card,4775
510000,2550,9/21/2024,Wallet,57960
510001,5644,7/17/2025,Debit Card,35007
510002,6455,12/28/2024,Cash on Delivery,148935
510003,7824,3/16/2024,Wallet,130102
510004,6531,8/11/2025,Credit Card,28177
510005,364,8/31/2023,Wallet,306640
510006,5973,1/29/2024,Debit Card,26400
510007,3308,7/26/2025,Credit Card,227246
510008,7979,9/18/2022,NetBanking,126579
510009,1624,2/5/2024,NetBanking,437723
510010,8894,11/22/2024,Credit Card,149850
510011,6468,7/3/2023,UPI,57585
510012,3701,3/9/2025,UPI,642511
510013,5749,7/31/2025,Cash on Delivery,30275
510014,6665,9/11/2024,Wallet,315677
510015,2971,1/15/2024,NetBanking,88600
510016,7614,7/18/2025,Debit Card,144085
510017,5329,12/17/2022,UPI,2560
510018,7143,3/14/2025,NetBanking,78725
510019,7976,7/24/2024,Debit Card,381583
510020,8123,8/4/2025,NetBanking,86100
510021,9852,4/30/2023,Wallet,194550
510022,5181,1/19/2025,Credit Card,66159
510023,8256,1/18/2024,Debit Card,278573
510024,2956,3/26/2025,Cash on Delivery,135512
510025,3930,1/25/2024,Cash on Delivery,293860
510026,7134,5/9/2025,UPI,64806
510027,4434,4/8/2025,NetBanking,360859
510028,5343,3/20/2024,Cash on Delivery,65648
510029,666,11/23/2023,Debit Card,2038
510030,3852,4/21/2025,Debit Card,2534
510031,3026,2/8/2023,Debit Card,116570
510032,451,10/30/2024,Wallet,72051
510033,3940,9/7/2024,Wallet,158020
510034,9696,3/1/2025,Credit Card,40236
510035,3644,5/29/2025,UPI,44473
510036,6410,9/10/2024,NetBanking,33117
510037,2685,10/12/2023,UPI,463251
510038,7253,2/16/2023,NetBanking,79382
510039,3620,11/30/2023,Cash on Delivery,41241
510040,9019,12/16/2024,Cash on Delivery,275219
510041,2421,10/3/2023,NetBanking,524509
510042,3457,2/17/2024,NetBanking,324038
510043,9202,8/17/2023,NetBanking,7756
510044,7234,4/29/2023,Wallet,827
510045,844,10/4/2023,UPI,31778
510046,7114,5/31/2025,Wallet,94324
510047,1729,5/1/2025,Credit Card,398627
510048,5567,12/8/2023,UPI,21636
510049,3188,12/23/2024,Wallet,910128
510050,4338,6/4/2024,Wallet,47560
510051,8222,3/31/2023,NetBanking,47472
510052,1605,1/23/2024,NetBanking,361608
510053,9726,10/21/2024,UPI,21640
510054,9321,2/10/2023,UPI,333059
510055,7872,1/8/2025,UPI,107061
510056,7294,2/26/2025,UPI,336098
510057,9928,7/7/2025,Credit Card,166864
510058,8183,10/21/2023,NetBanking,14498
510059,5149,11/18/2024,UPI,766496
510060,4132,8/14/2025,Wallet,288564
510061,121,5/6/2023,Debit Card,92842
510062,3917,3/19/2025,NetBanking,143488
510063,8705,11/21/2024,Debit Card,81312
510064,7699,8/10/2024,NetBanking,95635
510065,8281,4/22/2025,Cash on Delivery,46892
510066,1941,10/24/2024,NetBanking,607291
510067,7066,11/3/2024,Cash on Delivery,128080
510068,3389,3/27/2023,Debit Card,282754
510069,1844,7/21/2025,Cash on Delivery,349314
510070,4746,4/4/2023,NetBanking,220696
510071,2176,3/8/2024,Wallet,48071
510072,783,4/30/2025,Cash on Delivery,84172
510073,9183,5/1/2025,UPI,618906
510074,3232,7/1/2024,NetBanking,417415
510075,7205,10/14/2023,NetBanking,203918
510076,4866,1/18/2025,Credit Card,5126
510077,4440,5/15/2024,NetBanking,550105
510078,8559,11/29/2024,UPI,408115
510079,6057,8/3/2025,Credit Card,16563
510080,9944,4/1/2024,Debit Card,135056
510081,8532,3/25/2024,NetBanking,27860
510082,529,11/1/2024,Cash on Delivery,260356
510083,9251,6/18/2025,Wallet,85969
510084,4907,2/7/2024,Wallet,154867
510085,8581,11/15/2023,Credit Card,59310
510086,4780,8/19/2024,UPI,28297
510087,1325,5/23/2023,NetBanking,68069
510088,3152,7/14/2025,Wallet,79519
510089,3421,1/14/2025,Wallet,79200
510090,7669,1/16/2025,Cash on Delivery,180599
510091,6689,10/17/2023,UPI,158499
510092,5761,8/12/2023,Cash on Delivery,630660
510093,1552,3/7/2025,Credit Card,808412
510094,2176,6/16/2025,Cash on Delivery,381215
510095,4889,4/25/2024,Cash on Delivery,300000
510096,800,1/3/2025,Credit Card,19031
510097,4470,11/4/2024,NetBanking,87635
510098,3258,12/21/2022,Cash on Delivery,107637
510099,6177,6/18/2023,Credit Card,1077345
510100,3340,1/29/2023,UPI,555685
510101,1537,7/15/2024,NetBanking,49430
