order_id,product_id,quantity,discount,Payment_Mode
501184,2118,2,2%,UPI
501185,3331,1,8%,COD
501185,4887,1,14%,NetBanking
501185,4456,3,17%,Wallet
501185,3256,4,10%,Debit Card
501186,3056,3,0%,Debit Card
501186,4861,2,0%,Debit Card
501186,1333,2,20%,Debit Card
501186,4487,2,15%,Debit Card
501187,3988,4,6%,COD
501188,1585,3,8%,COD
501188,4510,3,10%,UPI
501188,1544,3,17%,Credit Card
501189,1679,4,5%,UPI
501189,1125,4,2%,NetBanking
501189,2049,1,2%,Wallet
501189,3765,2,12%,Debit Card
501189,4782,4,23%,NetBanking
501190,3865,4,12%,UPI
501190,2866,2,0%,NetBanking
501190,1487,1,3%,Debit Card
501190,4748,2,14%,Wallet
501191,3014,4,14%,COD
501191,2078,1,3%,COD
501191,2003,3,5%,UPI
501191,4067,4,16%,Debit Card
501192,4853,2,4%,Credit Card
501192,2611,4,8%,NetBanking
501192,4094,2,0%,UPI
501192,1017,4,4%,COD
501192,3690,1,10%,UPI
501193,1040,1,8%,Wallet
501193,3884,3,16%,NetBanking
501194,4794,2,18%,Credit Card
501194,4962,4,8%,Debit Card
501195,4112,2,8%,NetBanking
501195,2018,3,16%,UPI
501195,3018,3,16%,Credit Card
501196,1123,2,9%,NetBanking
501196,4776,3,13%,Credit Card
501196,4883,2,8%,UPI
501196,1828,3,8%,Wallet
501196,1151,3,1%,Credit Card
501197,3378,1,3%,NetBanking
501197,1931,3,0%,NetBanking
501197,1504,3,20%,UPI
501197,3039,3,21%,Wallet
501197,1029,3,0%,COD
501198,2085,4,4%,COD
501198,4879,1,17%,Wallet
501199,4743,3,3%,UPI
501199,3086,2,0%,COD
501199,2584,2,5%,UPI
501199,2154,1,3%,Debit Card
501200,4298,4,20%,Debit Card
501200,4916,4,10%,NetBanking
501200,1570,1,16%,UPI
501200,2753,2,18%,Wallet
501200,2596,3,3%,Debit Card
501201,3556,2,9%,Wallet
501201,4772,4,14%,COD
501202,3724,3,4%,Credit Card
501202,1871,4,13%,COD
501202,2994,1,17%,Debit Card
501202,2337,4,11%,Credit Card
501203,4286,4,12%,Wallet
501203,1654,1,26%,UPI
501203,1335,2,19%,NetBanking
501203,2906,1,7%,COD
501203,3079,2,0%,Credit Card
501204,3716,4,13%,Debit Card
501205,3767,4,11%,Debit Card
501205,4571,1,13%,Debit Card
501206,1493,4,2%,UPI
501206,2167,1,15%,NetBanking
501207,4984,2,8%,Debit Card
501207,3313,4,0%,Wallet
501208,2391,2,1%,Wallet
501208,3573,3,21%,Wallet
501208,2825,3,0%,Credit Card
501208,2289,2,15%,Wallet
501209,1554,3,5%,UPI
501210,4701,1,3%,Credit Card
501210,4037,3,4%,Credit Card
501210,2920,3,0%,COD
501211,4923,3,4%,Credit Card
501211,4057,4,13%,Wallet
501211,2734,3,16%,Wallet
501211,2057,2,11%,Credit Card
501211,3930,2,1%,Credit Card
501212,1358,2,2%,COD
501212,1511,4,1%,COD
501212,4812,4,14%,UPI
501213,4857,4,11%,COD
501213,2959,2,2%,Wallet
501214,4682,3,15%,Wallet
501214,1524,1,16%,Wallet
501215,1509,1,5%,COD
501215,4645,2,12%,NetBanking
501215,4643,1,0%,NetBanking
501216,1224,1,0%,UPI
501216,1659,2,8%,UPI
501216,1963,4,10%,NetBanking
501216,2422,3,15%,UPI
501216,3613,1,17%,Credit Card
501217,4359,2,14%,UPI
501217,1533,4,11%,Debit Card
501217,1486,4,10%,Debit Card
501218,2937,2,18%,Credit Card
501219,4488,2,17%,Credit Card
501219,1765,2,3%,Credit Card
501219,1268,4,4%,COD
501220,3230,4,20%,Credit Card
501221,3635,3,10%,Credit Card
501221,4143,4,0%,Credit Card
501222,4285,4,4%,Credit Card
501222,3097,2,22%,COD
501222,1855,3,6%,Credit Card
501222,3210,2,17%,Wallet
501222,3030,3,3%,Credit Card
501223,4938,3,0%,Wallet
501223,1693,1,0%,Debit Card
501223,3425,1,3%,NetBanking
501224,2420,1,13%,Credit Card
501224,1503,2,12%,Credit Card
501224,1153,4,3%,Debit Card
501224,2341,2,10%,Debit Card
501224,1615,2,0%,COD
501225,4571,3,7%,UPI
501225,2704,3,1%,UPI
501225,1336,3,11%,Credit Card
501225,2580,3,10%,NetBanking
501226,4135,2,15%,Wallet
501226,4732,4,10%,NetBanking
501226,2682,2,9%,NetBanking
501227,3858,1,14%,NetBanking
501227,1440,2,14%,Credit Card
501227,2132,4,10%,Debit Card
501228,3633,1,12%,COD
501228,4098,3,17%,NetBanking
501229,3295,2,11%,Debit Card
501229,4147,4,13%,NetBanking
501229,4608,4,7%,Credit Card
501229,3173,2,0%,NetBanking
501229,2432,3,0%,Debit Card
501230,2802,1,0%,Credit Card
501230,3295,3,7%,UPI
501230,1064,2,0%,Wallet
501231,1941,2,9%,Wallet
501231,1622,2,1%,UPI
501232,1259,2,8%,Wallet
501232,1943,2,12%,NetBanking
501232,1501,2,10%,Credit Card
501233,3889,4,3%,UPI
501233,4939,2,13%,COD
501233,4831,2,14%,Credit Card
501233,1853,1,0%,Wallet
501233,1799,3,0%,COD
501234,4047,2,8%,Credit Card
501234,4094,2,20%,Debit Card
501234,4351,2,7%,Debit Card
501235,4634,4,2%,NetBanking
501235,1338,2,2%,Wallet
501235,4619,1,21%,COD
501235,1394,1,9%,Credit Card
501235,4883,1,19%,Credit Card
501236,3395,3,15%,NetBanking
501237,4406,2,4%,UPI
501237,1828,1,0%,UPI
501237,3973,3,3%,UPI
501237,3937,3,6%,UPI
501237,3309,4,17%,Wallet
501238,1661,4,18%,NetBanking
501238,2237,4,9%,UPI
501238,2558,2,8%,Wallet
501238,4510,1,16%,Wallet
501239,3017,2,10%,Debit Card
501240,1215,4,7%,UPI
501241,4234,1,0%,NetBanking
501241,2345,2,8%,Credit Card
501241,2915,4,7%,COD
501241,4259,4,11%,Credit Card
501241,2645,3,3%,Credit Card
501242,3118,1,2%,UPI
501242,4077,1,3%,UPI
501242,1669,4,19%,NetBanking
501242,2852,3,8%,Credit Card
501242,1490,1,0%,NetBanking
501243,4968,4,3%,UPI
501244,2618,4,2%,Wallet
501244,2962,4,6%,COD
501244,2516,2,10%,Debit Card
501245,3006,2,19%,Credit Card
501246,1894,3,12%,Credit Card
501246,3640,3,0%,COD
501247,4840,4,5%,UPI
501248,2912,3,11%,COD
501248,1336,2,11%,Debit Card
501248,1353,1,3%,NetBanking
501248,4520,1,14%,UPI
501249,3441,1,11%,UPI
501249,3791,4,5%,Wallet
501249,4164,4,9%,UPI
501250,3430,2,0%,COD
501251,3141,2,0%,NetBanking
501252,1182,3,19%,Wallet
501252,1227,2,12%,Wallet
501253,3576,2,2%,NetBanking
501253,1164,2,11%,NetBanking
501253,2305,2,22%,NetBanking
501253,1942,4,15%,UPI
501253,2298,2,0%,NetBanking
501254,4889,1,21%,Credit Card
501254,2772,3,0%,UPI
501254,1187,4,7%,UPI
501254,1396,3,6%,UPI
501255,2798,3,6%,Wallet
501255,3947,2,1%,UPI
501255,4226,3,15%,Credit Card
501255,3685,3,7%,Wallet
501256,4647,3,0%,NetBanking
501256,1849,2,3%,Wallet
501256,1975,3,13%,Debit Card
501256,1733,1,5%,Debit Card
501256,2718,2,0%,NetBanking
501257,2828,3,9%,Wallet
501257,1707,4,16%,UPI
501257,1048,1,18%,Wallet
501257,3525,1,18%,Wallet
501258,2633,1,10%,NetBanking
501259,3966,1,5%,Credit Card
501260,3082,1,23%,Debit Card
501260,4641,2,19%,Wallet
501260,1147,1,12%,Debit Card
501260,1348,4,3%,COD
501260,2102,1,4%,Debit Card
501261,4379,3,5%,Credit Card
501261,2222,1,3%,Wallet
501261,3577,1,0%,Wallet
501262,1311,4,6%,Debit Card
501262,2292,3,12%,UPI
501262,2155,1,10%,NetBanking
501263,2772,1,7%,COD
501263,3911,3,0%,UPI
501263,4870,3,4%,Debit Card
501264,2045,1,18%,NetBanking
501264,1999,4,9%,UPI
501265,2943,3,9%,COD
501265,4779,3,9%,NetBanking
501265,1937,1,8%,Credit Card
501265,4667,4,17%,NetBanking
501265,1023,4,5%,UPI
501266,2697,1,3%,UPI
501266,2399,1,5%,NetBanking
501266,2430,3,17%,UPI
501266,4703,1,10%,Wallet
501266,4059,4,19%,COD
501267,4974,1,0%,Wallet
501267,1338,3,11%,UPI
501267,3519,2,7%,Wallet
501267,2994,3,12%,COD
501267,4741,2,18%,COD
501268,3964,2,12%,Wallet
501268,1350,2,3%,NetBanking
501268,2851,4,12%,COD
501269,1692,4,5%,UPI
501269,3139,1,5%,Wallet
501269,1195,1,2%,Debit Card
501269,3218,1,12%,COD
501270,1365,1,13%,COD
501270,1220,1,8%,UPI
501270,1605,3,9%,Credit Card
501270,3568,1,19%,UPI
501270,3904,1,12%,Wallet
501271,4565,3,4%,COD
501272,1781,2,11%,NetBanking
501272,1505,1,17%,Debit Card
501272,2730,1,10%,Wallet
501273,1636,2,7%,UPI
501273,3242,3,25%,COD
501273,2445,1,12%,Wallet
501273,1230,2,0%,NetBanking
501273,2912,3,3%,Debit Card
501274,4419,2,9%,UPI
501274,4920,3,15%,Credit Card
501274,4107,1,4%,Wallet
501274,4058,2,0%,Wallet
501274,1781,2,13%,NetBanking
501275,3985,2,12%,Debit Card
501275,3005,4,19%,Credit Card
501275,2951,2,8%,Credit Card
501275,2578,1,8%,Wallet
501276,2928,4,15%,Credit Card
501276,1982,4,15%,NetBanking
501277,2001,4,0%,UPI
501278,4370,4,8%,Credit Card
501279,3395,3,8%,Debit Card
501279,3990,3,6%,NetBanking
501279,1194,3,15%,Credit Card
501279,2480,1,12%,Debit Card
501279,3290,1,16%,COD
501280,1998,3,19%,COD
501281,4401,1,0%,UPI
501282,4208,2,7%,NetBanking
501282,2878,3,0%,Debit Card
501282,1172,4,10%,NetBanking
501282,4528,2,21%,Wallet
501283,4140,4,9%,Credit Card
501283,3888,4,0%,NetBanking
501283,1939,3,20%,UPI
501284,3975,3,13%,Debit Card
501284,4757,3,10%,Wallet
501285,4992,2,0%,UPI
501285,1182,4,2%,Credit Card
501285,4867,3,8%,COD
501285,1976,3,5%,COD
501285,2067,1,10%,Credit Card
501286,2326,1,12%,NetBanking
501286,1204,4,16%,NetBanking
501286,4658,3,8%,UPI
501286,4922,1,1%,Wallet
501286,2309,1,5%,NetBanking
501287,3740,4,7%,NetBanking
501287,4026,4,12%,NetBanking
501287,3531,4,17%,Debit Card
501288,2856,3,0%,NetBanking
501288,4262,2,0%,NetBanking
501288,2557,3,0%,Debit Card
501289,4940,1,6%,Credit Card
501289,3542,4,11%,COD
501290,1034,1,0%,UPI
501290,2290,3,0%,Debit Card
501290,3949,1,11%,NetBanking
501290,3224,4,12%,Credit Card
501290,1645,1,4%,Credit Card
501291,4551,4,14%,COD
501291,1392,2,1%,Credit Card
501291,3325,4,0%,NetBanking
501292,1143,4,0%,Wallet
501292,3011,4,11%,Wallet
501293,1901,1,10%,UPI
501293,1416,4,12%,COD
501294,1866,3,4%,Wallet
501294,4530,3,15%,NetBanking
501294,3405,4,12%,Debit Card
501294,2931,2,11%,Debit Card
501295,3406,2,1%,Credit Card
501295,3582,4,11%,Debit Card
501295,1959,2,18%,COD
501296,4941,3,0%,COD
501297,2273,3,9%,NetBanking
501297,4099,2,8%,COD
501297,1824,3,5%,Debit Card
501297,2970,2,19%,NetBanking
501297,1260,4,13%,Debit Card
501298,3383,3,7%,COD
501298,1719,4,14%,UPI
501298,2317,2,1%,NetBanking
501298,4594,1,7%,UPI
501299,2949,4,7%,UPI
501299,1989,1,6%,Credit Card
501299,4985,2,7%,Debit Card
501300,3938,4,0%,Wallet
501300,4447,4,0%,Debit Card
501300,2754,2,19%,COD
501300,1724,1,1%,NetBanking
501301,1642,2,3%,UPI
501301,1511,2,16%,Debit Card
501301,3185,1,24%,COD
501302,3757,4,10%,Credit Card
501302,3549,3,4%,COD
501302,1310,2,4%,NetBanking
501302,4775,1,0%,NetBanking
501303,1062,3,9%,Debit Card
501303,4339,4,5%,Debit Card
501303,3361,2,6%,NetBanking
501303,2683,3,9%,COD
501303,3212,3,8%,NetBanking
501304,1350,2,21%,NetBanking
501304,2592,2,8%,Credit Card
501304,4069,2,8%,Debit Card
501305,4712,3,6%,Debit Card
501306,2478,3,18%,Credit Card
501306,3998,3,10%,Wallet
501307,3192,3,7%,Wallet
501307,1994,4,9%,Credit Card
501307,1089,3,0%,NetBanking
501307,1142,2,12%,COD
501308,2250,3,5%,NetBanking
501309,3114,1,0%,UPI
501310,1248,1,2%,COD
501310,1258,3,13%,Credit Card
501311,1435,3,4%,COD
501311,4386,4,20%,Debit Card
501311,4687,3,13%,COD
501312,4962,4,0%,COD
501313,4301,3,14%,Debit Card
501313,4652,4,7%,COD
501314,2402,3,2%,COD
501314,1229,2,0%,COD
501314,2876,4,10%,Credit Card
501314,2036,2,5%,Credit Card
501314,4755,4,1%,COD
501315,3194,2,18%,Credit Card
501315,1605,3,12%,Debit Card
501316,4365,4,12%,COD
501316,1764,4,6%,COD
501316,1844,3,12%,Debit Card
501316,4034,3,0%,UPI
501317,2343,3,14%,Debit Card
501317,1342,1,5%,NetBanking
501318,1120,2,21%,Credit Card
501318,2875,1,8%,Wallet
501318,4208,3,4%,Credit Card
501318,4508,4,14%,Wallet
501318,2501,2,6%,COD
501319,3485,4,4%,UPI
501320,1908,2,22%,NetBanking
501320,1743,4,2%,NetBanking
501320,2566,1,0%,Credit Card
501321,2843,4,13%,Credit Card
501321,2076,2,11%,COD
501321,4047,3,16%,Debit Card
501321,3596,1,0%,NetBanking
501322,1447,1,4%,Wallet
501322,3808,1,12%,Credit Card
501322,2173,4,1%,Debit Card
501322,2327,1,12%,Debit Card
501322,3290,2,0%,Debit Card
501323,2540,1,5%,NetBanking
501323,2574,4,6%,COD
501324,4796,4,7%,Debit Card
501324,1448,3,13%,Wallet
501325,1401,1,7%,Wallet
501325,4610,2,7%,UPI
501325,4391,3,21%,NetBanking
501325,4078,3,11%,NetBanking
501325,2254,3,13%,NetBanking
501326,3879,1,0%,Debit Card
501326,1281,2,18%,UPI
501326,2658,4,0%,Debit Card
501327,2592,4,0%,Wallet
501327,4308,4,13%,Wallet
501327,4704,4,10%,Wallet
501327,3413,2,11%,Debit Card
501328,3444,1,7%,Wallet
501328,4384,3,1%,Credit Card
501328,4970,2,12%,Wallet
501329,4370,1,11%,Debit Card
501329,1170,1,18%,UPI
501329,2608,1,2%,NetBanking
501330,3326,1,3%,Credit Card
501330,3335,1,7%,Debit Card
501330,2540,4,5%,Wallet
501330,4373,1,19%,COD
501331,1869,2,12%,NetBanking
501331,4453,1,7%,Debit Card
501331,4278,1,17%,Debit Card
501332,1829,3,21%,Wallet
501332,3290,1,10%,Debit Card
501332,3480,4,14%,Debit Card
501332,2704,3,14%,COD
501332,3696,3,5%,NetBanking
501333,4416,3,5%,Credit Card
501333,1627,3,19%,COD
501333,1070,1,0%,Wallet
501334,4168,3,15%,NetBanking
501334,4695,3,9%,COD
501334,2558,2,0%,Wallet
501335,2580,1,5%,Debit Card
501335,1321,1,13%,UPI
501336,3591,4,17%,NetBanking
501336,2379,2,3%,COD
501336,2350,1,25%,NetBanking
501336,1059,4,5%,COD
501337,3210,1,10%,Wallet
501337,1573,2,5%,Debit Card
501337,2942,1,0%,Wallet
501337,1502,4,12%,UPI
501337,3671,4,3%,NetBanking
501338,2597,4,14%,Credit Card
501338,2102,4,6%,Debit Card
501338,2934,4,4%,Debit Card
501338,4184,3,6%,Credit Card
501339,2386,4,7%,COD
501339,1873,1,1%,NetBanking
501339,3310,4,14%,Debit Card
501339,1118,2,4%,Debit Card
501340,4979,3,4%,UPI
501340,3178,2,22%,Debit Card
501340,4203,3,5%,COD
501341,3671,2,5%,NetBanking
501341,4920,4,0%,Credit Card
501342,3460,1,14%,Credit Card
501342,1976,2,0%,Debit Card
501342,1946,2,9%,NetBanking
501342,1293,3,17%,Debit Card
501343,4368,3,16%,Credit Card
501343,3709,4,2%,Debit Card
501343,4779,1,0%,NetBanking
501343,2001,2,6%,Credit Card
501343,3461,2,23%,UPI
501344,1903,1,19%,Debit Card
501344,1559,3,10%,NetBanking
501344,1855,4,8%,UPI
501345,2483,4,0%,Debit Card
501345,3084,1,16%,NetBanking
501345,1084,4,15%,NetBanking
501346,2961,3,16%,UPI
501346,4125,1,9%,Wallet
501346,2727,2,9%,UPI
501346,4555,2,15%,NetBanking
501346,4564,3,21%,NetBanking
501347,1179,4,14%,Debit Card
501347,1054,4,3%,Debit Card
501347,1429,4,10%,Credit Card
501347,4886,1,0%,COD
501348,2867,1,9%,NetBanking
501348,1761,4,4%,Wallet
501348,2060,1,11%,Credit Card
501348,2398,3,22%,Credit Card
501348,2111,4,19%,NetBanking
501349,1982,2,5%,Wallet
501349,2932,4,4%,COD
501349,4494,1,13%,COD
501349,3823,4,1%,UPI
501350,3108,4,11%,Debit Card
501351,4418,3,7%,Credit Card
501351,1409,1,14%,NetBanking
501351,3621,2,16%,UPI
501351,2998,1,4%,NetBanking
501351,1920,4,6%,Wallet
501352,2760,3,0%,UPI
501352,4307,1,8%,Wallet
501353,3370,2,10%,Wallet
501353,1618,4,8%,Debit Card
501353,1078,4,0%,UPI
501354,1285,3,12%,UPI
501355,1514,1,8%,Debit Card
501356,2491,3,11%,Credit Card
501357,4095,2,6%,Debit Card
501358,3131,1,0%,Debit Card
501358,4855,4,3%,Credit Card
501359,1171,1,6%,Wallet
501359,1341,4,0%,COD
501359,1366,1,10%,Wallet
501360,1893,4,13%,COD
501360,4960,3,15%,Wallet
501360,4244,1,12%,UPI
501360,1423,3,5%,UPI
501360,1773,1,3%,NetBanking
501361,2273,2,10%,COD
501361,2097,1,14%,Wallet
501361,4872,1,1%,Debit Card
501362,1277,2,1%,UPI
501363,1306,4,5%,Debit Card
501364,2840,2,0%,COD
501364,2621,4,1%,NetBanking
501365,4762,4,0%,Credit Card
501366,2536,1,10%,Debit Card
501366,2094,1,8%,Credit Card
501366,4870,1,13%,Debit Card
501367,2485,1,15%,UPI
501367,4431,4,7%,UPI
501367,2894,4,9%,UPI
501368,1790,4,3%,Debit Card
501368,2665,2,0%,COD
501368,1331,4,0%,Wallet
501369,4395,1,2%,Credit Card
501369,1234,3,5%,COD
501369,2899,3,15%,Credit Card
501369,2429,2,3%,NetBanking
501369,1798,2,0%,Debit Card
501370,4521,1,8%,Debit Card
501370,1540,4,0%,Credit Card
501370,3770,3,5%,Credit Card
501370,4700,2,14%,COD
501370,3094,2,3%,NetBanking
501371,3560,4,6%,COD
501371,3695,4,6%,Debit Card
501371,3363,4,2%,Wallet
501372,1664,3,14%,Wallet
501373,1304,3,16%,Debit Card
501373,3663,2,1%,UPI
501373,4733,3,24%,Credit Card
501373,4189,3,6%,NetBanking
501373,1315,4,5%,Debit Card
501374,1813,4,19%,UPI
501374,2443,1,14%,COD
501374,1196,1,7%,NetBanking
501375,2454,1,17%,NetBanking
501375,2014,4,20%,Wallet
501375,3518,4,0%,Credit Card
501376,3028,4,11%,COD
501377,1211,4,0%,NetBanking
501377,4583,3,5%,Credit Card
501377,3719,2,5%,Debit Card
501377,2697,1,0%,UPI
501378,4231,3,12%,Debit Card
501378,4691,3,12%,Wallet
501378,4345,2,7%,NetBanking
501378,2925,3,13%,COD
501379,1657,1,7%,Debit Card
501379,3525,1,3%,Wallet
501380,1256,1,3%,Credit Card
501380,3908,4,6%,Credit Card
501380,1726,1,7%,Credit Card
501380,4074,3,6%,UPI
501381,4489,2,10%,COD
501381,1526,3,14%,COD
501381,2266,2,4%,Credit Card
501381,4283,1,16%,Debit Card
501381,2482,2,5%,COD
501382,3134,4,7%,Wallet
501382,3116,3,2%,Debit Card
501382,3296,4,22%,NetBanking
501382,4526,3,7%,Wallet
501382,4684,3,2%,Wallet
501383,4838,2,24%,Credit Card
501383,1072,4,30%,COD
501384,2759,3,23%,Wallet
501384,2525,3,23%,Credit Card
501384,1415,1,26%,UPI
501384,3370,1,7%,Debit Card
501384,2235,1,17%,UPI
501385,2606,1,0%,UPI
501385,2935,3,8%,Debit Card
501386,3948,4,2%,Wallet
501386,2479,2,0%,Credit Card
501386,4180,4,8%,Wallet
501387,1803,2,5%,Credit Card
501387,3985,3,8%,COD
501388,4750,1,3%,Wallet
501388,1920,1,5%,Credit Card
501388,4941,3,3%,UPI
501388,4304,1,9%,COD
501389,4030,4,11%,COD
501389,2431,2,7%,COD
501390,1559,2,24%,COD
501390,4867,2,15%,COD
501390,3962,3,20%,Wallet
501390,4909,4,19%,NetBanking
501391,1851,3,11%,Credit Card
501391,2053,4,17%,UPI
501391,2606,4,0%,Credit Card
501391,1336,4,0%,Credit Card
501391,1168,4,0%,Wallet
501392,3340,2,9%,UPI
501392,3504,4,12%,UPI
501392,2533,3,1%,Credit Card
501392,4377,1,1%,NetBanking
501392,1868,2,16%,Credit Card
501393,4176,4,0%,UPI
501393,2089,2,17%,UPI
501393,1041,4,8%,UPI
501394,1920,3,17%,Credit Card
501394,1418,2,13%,NetBanking
501395,4059,1,1%,Credit Card
501396,1542,1,8%,Credit Card
501396,3220,1,8%,NetBanking
501396,4240,4,12%,NetBanking
501396,1302,4,8%,Wallet
501396,1838,4,5%,NetBanking
501397,2756,2,6%,COD
501397,3131,2,1%,Credit Card
501398,1784,1,20%,COD
501398,4780,2,17%,Debit Card
501399,4810,4,5%,Credit Card
501399,1275,1,0%,UPI
501399,4941,4,15%,COD
501399,3232,3,8%,Debit Card
501399,2202,2,14%,Debit Card
501400,4361,3,10%,NetBanking
501400,4176,2,12%,NetBanking
501400,1418,3,1%,Credit Card
501400,3351,3,2%,Credit Card
501401,1419,2,0%,UPI
501401,3307,2,14%,Wallet
501401,3543,4,0%,NetBanking
501401,4591,3,0%,Debit Card
501402,2666,1,10%,COD
501402,1514,4,4%,NetBanking
501402,1119,2,16%,Debit Card
501402,3118,1,9%,COD
501402,2942,4,33%,NetBanking
501403,2486,1,8%,Debit Card
501404,3644,1,9%,Wallet
501405,1775,2,5%,Wallet
501406,3018,3,22%,UPI
501406,2903,2,5%,UPI
501406,3921,4,9%,Debit Card
501406,4979,3,0%,Debit Card
501407,3124,3,6%,Debit Card
501407,3038,3,1%,UPI
501407,3530,3,5%,Debit Card
501407,4492,2,0%,Wallet
501407,3162,2,11%,UPI
501408,2117,4,1%,Wallet
501408,4298,2,5%,Credit Card
501408,3919,3,8%,NetBanking
501409,2049,1,1%,Debit Card
501409,1379,4,4%,Credit Card
501409,4253,4,11%,NetBanking
501410,1257,3,5%,NetBanking
501410,1098,4,16%,Wallet
501411,4102,4,16%,Wallet
501412,4790,2,12%,UPI
501412,4201,2,16%,UPI
501412,2766,1,14%,Credit Card
501413,3023,2,0%,NetBanking
501414,4071,2,17%,UPI
501414,4286,2,0%,Wallet
501415,1791,4,14%,Credit Card
501415,1080,3,8%,UPI
501416,4484,4,8%,Credit Card
501417,4289,4,6%,UPI
501417,3331,1,1%,NetBanking
501417,3477,4,15%,COD
501417,4898,1,8%,Wallet
501417,4650,1,1%,Debit Card
501418,2377,2,0%,Debit Card
501418,3338,4,18%,UPI
501418,3429,3,0%,Wallet
501419,2464,4,1%,UPI
501419,4350,1,23%,UPI
501419,4609,3,7%,UPI
501419,4631,4,6%,Debit Card
501419,1731,1,0%,COD
501420,3936,2,4%,Debit Card
501420,4844,3,9%,NetBanking
501420,1699,2,8%,Wallet
501421,1939,2,0%,COD
501421,2354,3,13%,NetBanking
501421,2788,3,7%,NetBanking
501422,2065,2,7%,COD
501422,1383,4,12%,Credit Card
501422,1084,1,13%,NetBanking
501423,4974,3,7%,NetBanking
501423,2902,2,1%,COD
501424,1273,1,15%,Wallet
501424,3502,2,0%,Credit Card
501424,4904,2,16%,Debit Card
501424,3752,3,0%,Debit Card
501424,3455,4,3%,UPI
501425,3784,4,4%,Debit Card
501425,2121,4,8%,NetBanking
501426,1173,2,6%,Credit Card
501426,3816,1,15%,NetBanking
501426,4927,4,5%,UPI
501427,2951,2,2%,COD
501427,3891,3,11%,NetBanking
501427,2088,1,5%,NetBanking
501427,3423,2,1%,COD
501428,3546,1,9%,Debit Card
501428,1401,4,10%,Debit Card
501429,4560,2,0%,Credit Card
501429,2308,3,1%,Wallet
501430,4653,3,19%,UPI
501431,1096,1,6%,Credit Card
501431,3959,4,22%,Credit Card
501431,3046,3,10%,Debit Card
501431,3480,3,0%,Debit Card
501432,1837,2,16%,COD
501432,2091,1,11%,UPI
501433,1149,3,0%,COD
501434,2436,3,3%,UPI
501434,1081,4,14%,COD
501434,4717,2,24%,UPI
501435,4431,3,0%,Credit Card
501436,4463,3,17%,COD
501436,3728,2,2%,Credit Card
501437,3230,1,8%,Credit Card
501437,3169,4,6%,COD
501437,3036,1,7%,UPI
501437,2174,3,11%,UPI
501438,3083,3,9%,Wallet
501439,4427,4,2%,Credit Card
501439,4522,2,2%,NetBanking
501439,2583,4,3%,UPI
501439,4524,4,10%,Credit Card
501440,3609,4,0%,Credit Card
501440,3174,4,7%,Wallet
501440,2423,3,15%,Wallet
501441,4222,2,14%,COD
501442,2096,1,3%,Debit Card
501442,3261,3,11%,Wallet
501443,3551,3,8%,Wallet
501443,2802,4,5%,Debit Card
501444,3659,4,16%,Credit Card
501444,3457,3,14%,Credit Card
501444,4094,4,20%,UPI
501445,4974,1,16%,UPI
501445,2814,2,1%,COD
501445,3593,4,5%,UPI
501445,1038,3,18%,Wallet
501446,4616,1,12%,NetBanking
501447,4069,4,21%,COD
501447,3143,2,3%,COD
501447,1930,2,13%,NetBanking
501447,3134,1,9%,UPI
501448,3726,2,13%,COD
501448,4279,2,6%,COD
501448,1747,2,17%,Debit Card
501449,4581,4,9%,COD
501449,2856,2,11%,UPI
501450,2133,1,21%,Debit Card
501450,3166,1,0%,Wallet
501450,3633,2,11%,UPI
501450,4348,1,3%,Wallet
501451,4386,3,13%,Debit Card
501452,4731,2,13%,Wallet
501452,4568,3,3%,Debit Card
501452,1852,2,12%,Credit Card
501453,4633,2,0%,COD
501453,2820,3,19%,UPI
501454,4454,2,10%,NetBanking
501454,4334,4,6%,UPI
501455,3543,1,20%,Credit Card
501456,2605,1,0%,Credit Card
501456,1889,4,6%,NetBanking
501456,4521,1,21%,COD
501456,2903,1,3%,Debit Card
501456,3620,4,6%,NetBanking
501457,1026,1,0%,Wallet
501457,3162,4,9%,COD
501457,4228,3,11%,Wallet
501457,4141,3,0%,UPI
501457,1962,2,5%,COD
501458,4455,4,18%,COD
501458,4935,2,0%,Debit Card
501459,2066,3,3%,UPI
501459,4162,1,23%,Debit Card
501459,3882,2,18%,Credit Card
501459,3507,2,13%,Debit Card
501460,3208,1,7%,NetBanking
501460,2419,3,11%,NetBanking
501460,3691,2,9%,NetBanking
501460,2118,3,0%,Credit Card
501460,4252,3,12%,Wallet
501461,2197,2,2%,NetBanking
501462,2210,1,0%,COD
501463,2174,3,12%,Debit Card
501463,1248,2,11%,Debit Card
501463,1941,1,17%,UPI
501463,2402,1,13%,NetBanking
501463,1936,4,25%,Credit Card
501464,2865,4,0%,COD
501464,4946,4,12%,Debit Card
501464,2191,4,23%,NetBanking
501465,4637,1,0%,COD
501465,2847,4,9%,NetBanking
501466,4604,2,0%,COD
501466,2628,4,13%,Credit Card
501467,4007,2,3%,Wallet
501467,1082,1,23%,Credit Card
501467,3804,4,10%,Debit Card
501467,4338,3,22%,Debit Card
501468,1030,3,4%,COD
501468,2728,2,5%,NetBanking
501468,4492,3,21%,Credit Card
501468,1916,1,0%,UPI
501468,1690,3,23%,UPI
501469,4713,3,3%,NetBanking
501469,1438,1,17%,Debit Card
501469,3665,3,4%,UPI
501469,3489,1,3%,Credit Card
501469,3705,4,13%,COD
501470,3519,1,15%,Wallet
501471,2299,3,1%,Debit Card
501471,2909,3,15%,Wallet
501471,1084,4,5%,Wallet
