Return_ID,Order_ID,Reason,Return_Date
900636,501045,Damaged/Defective,11/16/2024
900637,525618,Wrong Item Delivered,7/26/2024
900638,509242,Wrong Item Delivered,11/1/2024
900639,517436,Damaged/Defective,5/4/2025
900640,525628,Damaged/Defective,10/17/2024
900641,501055,Damaged/Defective,6/16/2024
900642,517439,Quality Not As Expected,10/22/2024
900643,517444,Quality Not As Expected,9/2/2024
900644,517446,Quality Not As Expected,10/20/2024
900645,509255,Wrong Item Delivered,8/13/2024
900646,509259,Size/Fit Issue,9/6/2022
900647,517452,Changed Mind,9/18/2024
900648,525644,Arrived Late,7/29/2023
900649,501073,Size/Fit Issue,8/24/2025
900650,501075,Changed Mind,2/2/2024
900651,525652,Quality Not As Expected,12/1/2023
900652,525653,Damaged/Defective,1/17/2024
900653,509270,Wrong Item Delivered,12/18/2023
900654,517466,Wrong Item Delivered,4/27/2025
900655,517467,Wrong Item Delivered,6/9/2024
900656,525662,Damaged/Defective,1/17/2025
900657,509278,Wrong Item Delivered,1/22/2024
900658,517472,Arrived Late,9/8/2023
900659,525665,Wrong Item Delivered,7/27/2025
900660,509282,Arrived Late,10/20/2024
900661,525673,Wrong Item Delivered,6/29/2024
900662,517482,Wrong Item Delivered,7/17/2025
900663,517483,Wrong Item Delivered,1/10/2024
900664,509294,Size/Fit Issue,9/25/2024
900665,509295,Wrong Item Delivered,4/13/2025
900666,517486,Wrong Item Delivered,1/23/2024
900667,501106,Changed Mind,9/12/2024
900668,501109,Wrong Item Delivered,1/26/2024
900669,517494,Damaged/Defective,7/9/2024
900670,501111,Quality Not As Expected,2/3/2025
900671,509304,Size/Fit Issue,6/13/2024
900672,517501,Wrong Item Delivered,5/13/2024
900673,509310,Quality Not As Expected,1/8/2024
900674,509314,Wrong Item Delivered,4/14/2024
900675,517511,Quality Not As Expected,7/2/2025
900676,517514,Arrived Late,10/13/2024
900677,517516,Damaged/Defective,4/10/2022
900678,525710,Arrived Late,11/19/2024
900679,517518,Wrong Item Delivered,3/19/2025
900680,509329,Wrong Item Delivered,9/27/2023
900681,501143,Arrived Late,7/27/2025
900682,501144,Size/Fit Issue,1/30/2025
900683,525719,Changed Mind,4/30/2025
900684,517529,Changed Mind,9/6/2024
900685,509335,Changed Mind,5/16/2023
900686,525723,Size/Fit Issue,12/23/2024
900687,525728,Wrong Item Delivered,6/17/2024
900688,525730,Damaged/Defective,3/20/2025
900689,509347,Changed Mind,10/8/2023
900690,509352,Changed Mind,4/5/2024
900691,517548,Quality Not As Expected,9/16/2024
900692,517551,Quality Not As Expected,5/20/2025
900693,525744,Wrong Item Delivered,7/1/2025
900694,517553,Damaged/Defective,7/18/2025
900695,509367,Arrived Late,2/18/2023
900696,517564,Size/Fit Issue,5/14/2025
900697,509373,Quality Not As Expected,2/26/2025
900698,501187,Wrong Item Delivered,5/3/2024
900699,517573,Damaged/Defective,11/26/2024
900700,501191,Arrived Late,4/13/2025
900701,525769,Quality Not As Expected,12/15/2024
900702,509386,Damaged/Defective,2/7/2025
900703,509389,Damaged/Defective,6/3/2024
900704,525773,Quality Not As Expected,2/10/2023
900705,517583,Arrived Late,11/17/2024
900706,525776,Arrived Late,4/8/2024
900707,517582,Size/Fit Issue,8/19/2025
900708,501199,Quality Not As Expected,7/4/2025
900709,509395,Damaged/Defective,6/22/2025
900710,501206,Size/Fit Issue,11/6/2024
900711,517596,Size/Fit Issue,7/30/2023
900712,501214,Arrived Late,2/17/2024
900713,509409,Wrong Item Delivered,3/23/2025
900714,517602,Wrong Item Delivered,5/17/2025
900715,517603,Quality Not As Expected,5/6/2023
900716,525794,Arrived Late,4/20/2024
900717,509413,Damaged/Defective,1/8/2025
900718,517606,Arrived Late,1/13/2024
900719,501223,Changed Mind,10/8/2024
900720,525807,Changed Mind,7/4/2025
900721,525808,Wrong Item Delivered,10/20/2024
900722,517617,Size/Fit Issue,6/15/2024
900723,509427,Size/Fit Issue,10/28/2024
900724,501236,Changed Mind,8/14/2025
900725,517621,Arrived Late,10/9/2023
900726,509430,Wrong Item Delivered,11/29/2024
900727,517622,Arrived Late,10/9/2024
900728,525811,Wrong Item Delivered,7/26/2024
900729,517626,Arrived Late,2/22/2024
900730,517627,Size/Fit Issue,4/30/2024
900731,517629,Damaged/Defective,1/7/2024
900732,517631,Wrong Item Delivered,2/13/2023
900733,525824,Damaged/Defective,4/30/2024
900734,501252,Damaged/Defective,12/16/2023
900735,517637,Arrived Late,2/1/2025
900736,517641,Damaged/Defective,8/20/2025
900737,525833,Damaged/Defective,7/11/2025
900738,517643,Size/Fit Issue,8/1/2025
900739,525834,Changed Mind,2/11/2024
900740,525837,Size/Fit Issue,8/4/2024
900741,517649,Damaged/Defective,8/8/2025
900742,525842,Changed Mind,10/4/2024
900743,501266,Changed Mind,12/12/2024
900744,509461,Quality Not As Expected,6/11/2024
900745,525846,Wrong Item Delivered,8/30/2024
900746,517656,Changed Mind,2/17/2024
900747,517661,Arrived Late,1/6/2023
900748,509470,Damaged/Defective,3/30/2025
900749,525854,Damaged/Defective,9/6/2024
900750,509474,Changed Mind,7/8/2023
900751,525860,Damaged/Defective,8/17/2025
900752,525863,Changed Mind,8/2/2025
900753,517672,Arrived Late,6/2/2025
900754,517671,Arrived Late,9/17/2024
900755,517677,Changed Mind,4/8/2024
900756,509488,Size/Fit Issue,6/7/2025
900757,517682,Quality Not As Expected,12/13/2024
900758,501305,Quality Not As Expected,3/11/2025
900759,501310,Size/Fit Issue,7/1/2025
900760,517696,Changed Mind,3/1/2024
900761,509505,Quality Not As Expected,7/22/2023
900762,509504,Damaged/Defective,2/16/2025
900763,517699,Quality Not As Expected,1/20/2025
900764,509507,Wrong Item Delivered,8/26/2025
900765,517701,Quality Not As Expected,3/12/2024
900766,517702,Arrived Late,11/9/2024
900767,509508,Size/Fit Issue,7/28/2022
900768,525898,Wrong Item Delivered,6/4/2024
900769,501329,Damaged/Defective,8/11/2025
900770,509526,Arrived Late,6/1/2025
900771,509527,Damaged/Defective,12/16/2023
900772,501336,Damaged/Defective,11/28/2024
900773,517721,Quality Not As Expected,4/29/2024
900774,501339,Changed Mind,5/5/2025
900775,509533,Damaged/Defective,9/10/2023
900776,509534,Damaged/Defective,10/31/2024
900777,501342,Wrong Item Delivered,9/18/2024
900778,517725,Wrong Item Delivered,12/21/2024
900779,509536,Wrong Item Delivered,12/30/2022
900780,517732,Wrong Item Delivered,10/8/2023
900781,525926,Quality Not As Expected,11/30/2024
900782,525928,Damaged/Defective,4/1/2024
900783,501352,Size/Fit Issue,4/12/2025
900784,525930,Wrong Item Delivered,4/16/2025
900785,517739,Damaged/Defective,7/30/2025
900786,501356,Quality Not As Expected,7/16/2025
900787,501357,Wrong Item Delivered,3/28/2025
900788,517742,Wrong Item Delivered,5/18/2025
900789,525939,Quality Not As Expected,11/10/2024
900790,517747,Changed Mind,4/18/2025
900791,517748,Damaged/Defective,10/2/2023
900792,517750,Damaged/Defective,2/21/2025
900793,509558,Size/Fit Issue,3/1/2025
900794,509560,Damaged/Defective,12/18/2024
900795,509561,Changed Mind,6/23/2023
900796,517754,Size/Fit Issue,2/6/2024
900797,509569,Wrong Item Delivered,5/24/2025
900798,525955,Wrong Item Delivered,9/22/2024
900799,509573,Changed Mind,3/16/2023
900800,517766,Quality Not As Expected,9/2/2023
900801,517767,Damaged/Defective,1/27/2025
900802,525958,Arrived Late,10/6/2024
900803,517770,Size/Fit Issue,7/21/2025
900804,517772,Wrong Item Delivered,8/24/2023
900805,501389,Wrong Item Delivered,7/21/2024
900806,501390,Damaged/Defective,11/22/2024
900807,517776,Arrived Late,7/28/2025
900808,525971,Quality Not As Expected,4/29/2025
900809,517780,Damaged/Defective,6/23/2024
900810,517781,Quality Not As Expected,10/2/2023
900811,509590,Arrived Late,4/10/2025
900812,509591,Changed Mind,12/11/2023
900813,501404,Size/Fit Issue,8/8/2024
900814,525981,Changed Mind,9/26/2022
900815,501406,Wrong Item Delivered,12/19/2022
900816,509596,Arrived Late,2/23/2025
900817,501405,Damaged/Defective,8/24/2023
900818,509602,Damaged/Defective,4/27/2024
900819,525990,Wrong Item Delivered,2/16/2025
900820,501424,Damaged/Defective,6/15/2025
900821,517808,Wrong Item Delivered,1/21/2025
900822,501428,Quality Not As Expected,1/20/2025
900823,526005,Size/Fit Issue,11/9/2024
900824,526007,Size/Fit Issue,11/25/2024
900825,517817,Changed Mind,4/10/2025
900826,517819,Wrong Item Delivered,11/12/2022
900827,517820,Arrived Late,8/19/2025
900828,509629,Arrived Late,10/31/2023
900829,509630,Arrived Late,11/11/2024
900830,526016,Quality Not As Expected,1/21/2025
900831,501440,Arrived Late,10/2/2024
900832,509637,Changed Mind,1/8/2025
900833,526023,Size/Fit Issue,7/11/2025
900834,509641,Changed Mind,8/17/2025
900835,526029,Wrong Item Delivered,6/27/2025
900836,509646,Size/Fit Issue,3/28/2025
900837,509647,Wrong Item Delivered,7/26/2024
900838,501458,Damaged/Defective,6/16/2022
900839,517843,Changed Mind,11/9/2024
900840,517844,Wrong Item Delivered,12/16/2024
900841,517845,Damaged/Defective,10/18/2024
900842,509654,Quality Not As Expected,3/25/2024
900843,501468,Arrived Late,4/27/2024
900844,501471,Arrived Late,6/15/2024
900845,517861,Wrong Item Delivered,6/29/2024
900846,501477,Wrong Item Delivered,7/15/2023
900847,526055,Size/Fit Issue,7/11/2023
900848,526056,Damaged/Defective,7/3/2024
900849,501480,Quality Not As Expected,8/23/2024
900850,501482,Arrived Late,4/24/2025
900851,517867,Changed Mind,1/19/2025
900852,517868,Changed Mind,12/1/2023
900853,526057,Wrong Item Delivered,9/5/2025
900854,509680,Arrived Late,8/20/2023
900855,501489,Quality Not As Expected,8/20/2023
900856,526064,Changed Mind,8/10/2023
900857,517875,Quality Not As Expected,2/21/2025
900858,501494,Size/Fit Issue,9/4/2024
900859,526073,Damaged/Defective,1/10/2025
900860,501501,Quality Not As Expected,6/4/2024
900861,501502,Wrong Item Delivered,2/16/2025
900862,509700,Arrived Late,4/25/2025
900863,517893,Damaged/Defective,9/6/2024
900864,517895,Size/Fit Issue,2/1/2024
900865,501514,Arrived Late,2/18/2024
900866,526092,Quality Not As Expected,7/25/2025
900867,509708,Wrong Item Delivered,4/11/2024
900868,526094,Size/Fit Issue,8/18/2025
900869,509712,Quality Not As Expected,1/30/2024
900870,517904,Quality Not As Expected,7/19/2024
900871,517906,Arrived Late,7/26/2025
900872,509716,Size/Fit Issue,8/28/2025
900873,509720,Damaged/Defective,4/8/2025
900874,509723,Damaged/Defective,3/6/2023
900875,501532,Size/Fit Issue,7/19/2025
900876,517915,Size/Fit Issue,7/25/2022
900877,501540,Changed Mind,3/14/2023
900878,517927,Changed Mind,7/23/2025
900879,501544,Size/Fit Issue,1/16/2025
900880,517931,Arrived Late,8/22/2025
900881,517934,Wrong Item Delivered,1/25/2025
900882,509753,Quality Not As Expected,1/30/2025
900883,517948,Damaged/Defective,9/18/2023
900884,526143,Quality Not As Expected,5/22/2025
900885,517951,Changed Mind,6/10/2022
900886,517953,Damaged/Defective,2/3/2025
900887,501571,Wrong Item Delivered,9/10/2024
900888,526148,Damaged/Defective,2/12/2024
900889,517955,Size/Fit Issue,11/9/2024
900890,517959,Damaged/Defective,8/29/2022
900891,501579,Size/Fit Issue,10/25/2023
900892,501580,Changed Mind,8/12/2024
900893,501581,Damaged/Defective,7/26/2025
900894,526159,Damaged/Defective,12/21/2024
900895,517969,Damaged/Defective,12/13/2024
900896,526162,Changed Mind,11/22/2023
900897,501592,Changed Mind,1/12/2024
900898,526170,Changed Mind,9/7/2022
900899,526171,Quality Not As Expected,3/5/2024
900900,509789,Changed Mind,5/12/2025
900901,526176,Arrived Late,10/28/2023
900902,509795,Quality Not As Expected,7/20/2025
900903,501607,Quality Not As Expected,11/28/2024
900904,501609,Wrong Item Delivered,3/29/2025
900905,517994,Quality Not As Expected,8/20/2022
900906,526189,Quality Not As Expected,2/1/2024
900907,526192,Wrong Item Delivered,3/16/2025
900908,501617,Wrong Item Delivered,3/14/2025
900909,526195,Damaged/Defective,12/16/2023
900910,501620,Wrong Item Delivered,6/5/2025
900911,526196,Wrong Item Delivered,7/25/2024
900912,518009,Size/Fit Issue,2/14/2025
900913,518010,Size/Fit Issue,12/21/2023
900914,526205,Changed Mind,10/31/2024
900915,509823,Arrived Late,12/5/2023
900916,509824,Quality Not As Expected,5/31/2024
900917,501631,Arrived Late,9/9/2024
900918,501634,Wrong Item Delivered,9/7/2024
900919,501635,Quality Not As Expected,3/5/2025
900920,518019,Changed Mind,3/18/2025
900921,501638,Quality Not As Expected,7/27/2024
900922,526222,Wrong Item Delivered,4/21/2024
900923,501647,Damaged/Defective,6/11/2022
900924,501650,Wrong Item Delivered,2/23/2025
900925,501653,Changed Mind,4/11/2024
900926,518040,Arrived Late,4/24/2025
900927,501663,Size/Fit Issue,6/20/2025
900928,501668,Changed Mind,12/22/2024
900929,518054,Size/Fit Issue,4/13/2025
900930,518058,Wrong Item Delivered,8/10/2025
900931,509867,Arrived Late,7/7/2022
900932,501675,Arrived Late,3/15/2024
900933,518065,Arrived Late,5/23/2025
900934,501682,Wrong Item Delivered,5/13/2025
900935,526260,Quality Not As Expected,5/6/2024
900936,518070,Size/Fit Issue,1/31/2025
900937,509879,Changed Mind,2/23/2025
900938,501688,Wrong Item Delivered,4/15/2025
900939,526267,Arrived Late,8/12/2025
900940,518076,Arrived Late,11/22/2024
900941,518077,Size/Fit Issue,5/14/2025
900942,501694,Wrong Item Delivered,3/19/2024
900943,518079,Size/Fit Issue,2/21/2024
900944,518080,Quality Not As Expected,10/25/2024
900945,501698,Size/Fit Issue,6/11/2024
900946,518084,Quality Not As Expected,7/30/2024
900947,509896,Damaged/Defective,4/12/2024
900948,501704,Quality Not As Expected,4/8/2023
900949,518090,Damaged/Defective,10/9/2024
900950,526283,Size/Fit Issue,5/10/2025
900951,509901,Arrived Late,1/29/2025
900952,526286,Wrong Item Delivered,12/27/2024
900953,501711,Arrived Late,12/3/2024
900954,518094,Quality Not As Expected,10/17/2024
900955,526289,Arrived Late,3/20/2025
900956,501714,Wrong Item Delivered,7/21/2025
900957,518099,Arrived Late,4/18/2025
900958,526292,Changed Mind,2/21/2025
900959,518105,Changed Mind,9/20/2024
900960,518106,Quality Not As Expected,8/5/2024
900961,526298,Quality Not As Expected,4/29/2025
900962,509914,Quality Not As Expected,3/17/2024
900963,509917,Changed Mind,1/8/2023
900964,501721,Size/Fit Issue,8/7/2024
900965,509921,Damaged/Defective,9/11/2023
900966,501731,Quality Not As Expected,8/7/2023
900967,526308,Wrong Item Delivered,8/16/2024
900968,501733,Changed Mind,12/9/2023
900969,501734,Changed Mind,5/30/2024
900970,501735,Quality Not As Expected,4/26/2025
900971,518123,Damaged/Defective,7/15/2025
900972,509931,Quality Not As Expected,4/18/2024
900973,518128,Arrived Late,5/29/2025
900974,501745,Quality Not As Expected,4/11/2023
900975,501744,Wrong Item Delivered,3/29/2023
900976,509939,Changed Mind,5/14/2025
900977,501748,Arrived Late,10/26/2024
900978,509940,Wrong Item Delivered,9/6/2024
900979,501746,Arrived Late,1/3/2024
900980,509944,Quality Not As Expected,5/8/2024
900981,509945,Arrived Late,9/25/2023
900982,526334,Damaged/Defective,9/11/2023
900983,509953,Wrong Item Delivered,7/22/2024
900984,501762,Damaged/Defective,8/17/2025
900985,526339,Changed Mind,10/11/2023
900986,518147,Wrong Item Delivered,8/24/2023
900987,509955,Wrong Item Delivered,4/1/2024
900988,518150,Wrong Item Delivered,8/29/2025
900989,501766,Quality Not As Expected,1/28/2025
900990,509956,Damaged/Defective,9/15/2023
900991,526352,Arrived Late,12/5/2024
900992,526354,Arrived Late,5/20/2023
900993,501781,Quality Not As Expected,7/5/2024
900994,509974,Changed Mind,7/10/2022
900995,518166,Wrong Item Delivered,8/29/2024
900996,501783,Changed Mind,9/18/2024
900997,518169,Size/Fit Issue,9/18/2024
900998,526358,Size/Fit Issue,9/27/2024
900999,518170,Changed Mind,10/19/2022
901000,509981,Changed Mind,8/13/2025
901001,518184,Size/Fit Issue,8/9/2024
901002,526378,Changed Mind,5/12/2024
901003,501804,Arrived Late,1/25/2025
901004,526381,Arrived Late,3/5/2025
901005,518190,Damaged/Defective,1/25/2025
901006,518191,Changed Mind,7/15/2024
901007,518192,Wrong Item Delivered,1/21/2023
901008,526380,Quality Not As Expected,4/30/2022
901009,501811,Changed Mind,10/9/2024
901010,518195,Size/Fit Issue,7/3/2025
901011,501813,Damaged/Defective,4/14/2025
901012,510005,Changed Mind,9/23/2023
901013,501814,Wrong Item Delivered,4/22/2025
901014,510008,Size/Fit Issue,10/4/2022
901015,501820,Size/Fit Issue,5/16/2024
901016,501823,Size/Fit Issue,1/18/2024
901017,501825,Damaged/Defective,1/6/2024
901018,510019,Damaged/Defective,8/21/2024
901019,518212,Arrived Late,6/11/2023
901020,518216,Changed Mind,7/11/2024
901021,510026,Wrong Item Delivered,5/28/2025
901022,501835,Wrong Item Delivered,7/18/2024
901023,518220,Size/Fit Issue,6/11/2024
901024,510029,Damaged/Defective,12/8/2023
901025,518221,Wrong Item Delivered,1/6/2024
901026,510034,Wrong Item Delivered,3/17/2025
901027,501842,Arrived Late,1/9/2024
901028,501846,Damaged/Defective,4/7/2025
901029,526423,Damaged/Defective,5/24/2024
901030,501848,Wrong Item Delivered,7/8/2025
901031,501849,Damaged/Defective,6/20/2025
901032,518231,Wrong Item Delivered,6/25/2024
901033,518235,Quality Not As Expected,3/3/2025
901034,501854,Damaged/Defective,7/29/2025
901035,510048,Changed Mind,12/15/2023
901036,510049,Quality Not As Expected,1/1/2025
901037,518241,Arrived Late,5/24/2025
901038,518242,Wrong Item Delivered,3/9/2025
901039,526432,Wrong Item Delivered,9/24/2023
901040,510053,Size/Fit Issue,10/26/2024
901041,526440,Arrived Late,2/2/2024
901042,518250,Changed Mind,5/26/2024
901043,518251,Size/Fit Issue,11/13/2024
901044,510060,Quality Not As Expected,9/13/2025
901045,510062,Wrong Item Delivered,3/23/2025
901046,501870,Wrong Item Delivered,12/20/2023
901047,510065,Arrived Late,4/26/2025
901048,526451,Arrived Late,9/4/2024
901049,518262,Arrived Late,7/21/2023
901050,526461,Changed Mind,5/2/2025
901051,510078,Arrived Late,12/24/2024
901052,518272,Damaged/Defective,12/1/2024
901053,501892,Size/Fit Issue,8/31/2025
901054,518280,Wrong Item Delivered,8/22/2023
901055,510089,Arrived Late,1/27/2025
901056,518282,Changed Mind,3/24/2024
901057,501902,Changed Mind,3/2/2024
901058,518288,Size/Fit Issue,8/28/2024
901059,518289,Changed Mind,4/14/2025
901060,510098,Quality Not As Expected,12/22/2022
901061,501909,Damaged/Defective,10/1/2024
901062,518293,Damaged/Defective,5/27/2024
901063,526486,Size/Fit Issue,8/26/2025
901064,518296,Arrived Late,11/9/2023
901065,510105,Damaged/Defective,9/16/2022
901066,510106,Quality Not As Expected,2/9/2025
901067,510107,Size/Fit Issue,11/22/2024
901068,526492,Changed Mind,3/23/2025
901069,518302,Size/Fit Issue,1/26/2025
901070,510111,Changed Mind,12/13/2024
901071,501920,Size/Fit Issue,7/5/2024
901072,510112,Size/Fit Issue,1/2/2025
901073,510114,Damaged/Defective,6/29/2025
901074,518308,Size/Fit Issue,9/1/2025
901075,518309,Damaged/Defective,10/28/2024
901076,510118,Quality Not As Expected,2/5/2024
901077,501927,Wrong Item Delivered,11/29/2023
901078,501930,Changed Mind,9/27/2024
901079,501931,Changed Mind,4/8/2023
901080,518316,Wrong Item Delivered,11/30/2024
901081,526509,Wrong Item Delivered,9/2/2024
901082,510126,Quality Not As Expected,6/23/2024
901083,501932,Wrong Item Delivered,9/26/2023
901084,501936,Wrong Item Delivered,2/15/2025
901085,526513,Size/Fit Issue,5/3/2025
901086,510130,Quality Not As Expected,4/7/2025
901087,510129,Wrong Item Delivered,5/4/2023
901088,501940,Wrong Item Delivered,7/10/2025
901089,501949,Quality Not As Expected,9/12/2023
901090,510141,Changed Mind,8/18/2022
901091,518333,Wrong Item Delivered,3/11/2023
901092,526527,Damaged/Defective,12/3/2022
901093,510145,Quality Not As Expected,11/7/2024
901094,526529,Size/Fit Issue,8/20/2024
901095,501955,Wrong Item Delivered,10/16/2022
901096,518340,Arrived Late,1/23/2025
901097,526532,Damaged/Defective,2/12/2022
901098,510150,Damaged/Defective,12/18/2023
901099,518342,Wrong Item Delivered,9/7/2024
901100,501961,Arrived Late,1/22/2025
901101,510154,Wrong Item Delivered,3/13/2024
901102,526541,Size/Fit Issue,10/30/2024
901103,501965,Changed Mind,2/8/2023
901104,526545,Size/Fit Issue,6/1/2023
901105,526546,Changed Mind,1/16/2025
901106,510168,Changed Mind,6/16/2024
901107,510169,Damaged/Defective,9/23/2023
901108,510170,Quality Not As Expected,12/7/2024
901109,518364,Damaged/Defective,7/23/2022
901110,526560,Wrong Item Delivered,12/21/2024
901111,518372,Arrived Late,6/15/2023
901112,526564,Damaged/Defective,3/18/2022
901113,526565,Size/Fit Issue,4/13/2024
901114,518376,Quality Not As Expected,3/9/2024
901115,526569,Damaged/Defective,1/13/2025
901116,501995,Changed Mind,10/21/2024
901117,518383,Arrived Late,7/8/2024
901118,510194,Wrong Item Delivered,8/2/2025
901119,510196,Arrived Late,1/18/2023
901120,502004,Damaged/Defective,1/18/2025
901121,526582,Damaged/Defective,11/4/2023
901122,518391,Wrong Item Delivered,12/1/2023
901123,510197,Arrived Late,10/8/2023
901124,502014,Wrong Item Delivered,11/13/2024
901125,502017,Quality Not As Expected,11/25/2024
901126,518401,Damaged/Defective,3/5/2025
901127,510214,Arrived Late,9/13/2022
901128,518408,Quality Not As Expected,1/9/2023
901129,502030,Damaged/Defective,12/6/2022
901130,526611,Wrong Item Delivered,2/10/2025
901131,518423,Quality Not As Expected,3/10/2024
901132,526616,Quality Not As Expected,6/25/2023
901133,510236,Changed Mind,12/9/2024
901134,526621,Quality Not As Expected,4/24/2025
901135,510239,Changed Mind,6/23/2024
901136,502047,Quality Not As Expected,9/3/2024
901137,526623,Changed Mind,6/28/2024
901138,502049,Damaged/Defective,3/7/2024
901139,502050,Arrived Late,12/23/2024
901140,526633,Changed Mind,4/24/2024
901141,502059,Quality Not As Expected,1/10/2024
901142,526637,Wrong Item Delivered,6/7/2024
901143,510256,Damaged/Defective,7/8/2025
901144,518450,Arrived Late,4/7/2024
901145,510259,Damaged/Defective,1/31/2024
901146,518452,Quality Not As Expected,6/11/2025
901147,518453,Changed Mind,3/21/2024
901148,510262,Arrived Late,7/31/2025
901149,526651,Wrong Item Delivered,12/13/2022
901150,510267,Wrong Item Delivered,1/3/2025
901151,502079,Arrived Late,3/29/2025
901152,510272,Wrong Item Delivered,11/7/2024
901153,526657,Size/Fit Issue,5/5/2024
901154,526660,Size/Fit Issue,12/20/2024
901155,526661,Wrong Item Delivered,6/3/2024
901156,526662,Quality Not As Expected,7/18/2023
901157,518481,Wrong Item Delivered,8/12/2023
901158,518482,Arrived Late,6/13/2024
901159,502100,Changed Mind,8/6/2022
901160,526677,Quality Not As Expected,6/2/2022
901161,526678,Arrived Late,2/6/2023
901162,526679,Changed Mind,5/19/2024
901163,510302,Size/Fit Issue,12/1/2023
901164,510305,Quality Not As Expected,4/20/2024
901165,502120,Wrong Item Delivered,1/12/2024
901166,502121,Size/Fit Issue,12/16/2024
901167,518506,Damaged/Defective,4/23/2025
901168,526699,Changed Mind,8/10/2024
901169,502127,Quality Not As Expected,4/22/2025
901170,502128,Arrived Late,12/12/2023
901171,510322,Quality Not As Expected,1/5/2025
901172,510329,Changed Mind,3/12/2024
901173,502143,Size/Fit Issue,9/6/2025
901174,518529,Wrong Item Delivered,9/16/2024
901175,526722,Changed Mind,9/16/2024
901176,502148,Wrong Item Delivered,5/8/2024
901177,510342,Quality Not As Expected,3/7/2023
901178,526729,Damaged/Defective,6/14/2024
901179,502153,Arrived Late,3/8/2025
901180,526731,Changed Mind,12/20/2024
901181,526739,Arrived Late,6/28/2025
901182,518550,Changed Mind,11/22/2024
901183,510358,Changed Mind,8/15/2024
901184,526742,Wrong Item Delivered,11/22/2022
901185,502167,Wrong Item Delivered,5/7/2025
901186,526746,Arrived Late,1/28/2025
901187,502166,Changed Mind,3/19/2025
901188,510365,Quality Not As Expected,10/28/2024
901189,518559,Changed Mind,6/16/2025
901190,518560,Wrong Item Delivered,5/27/2025
901191,518563,Arrived Late,5/22/2023
901192,526758,Arrived Late,1/17/2025
901193,510379,Quality Not As Expected,9/5/2023
901194,510386,Damaged/Defective,12/3/2024
901195,518579,Wrong Item Delivered,9/4/2024
901196,510390,Quality Not As Expected,9/3/2025
901197,518583,Damaged/Defective,10/4/2023
901198,526776,Quality Not As Expected,3/15/2025
901199,510392,Quality Not As Expected,10/3/2024
901200,518586,Size/Fit Issue,7/18/2024
901201,518587,Arrived Late,5/22/2025
901202,526782,Damaged/Defective,7/30/2023
901203,502206,Quality Not As Expected,7/11/2024
901204,502208,Size/Fit Issue,5/24/2025
901205,518592,Changed Mind,3/21/2023
901206,502210,Size/Fit Issue,3/19/2025
901207,526788,Damaged/Defective,8/21/2023
901208,502213,Wrong Item Delivered,4/4/2025
901209,526798,Wrong Item Delivered,12/1/2022
901210,510415,Wrong Item Delivered,7/22/2025
901211,510414,Arrived Late,2/7/2025
901212,502229,Quality Not As Expected,11/30/2023
901213,510422,Arrived Late,3/16/2025
901214,510425,Changed Mind,11/26/2022
901215,526810,Arrived Late,5/15/2022
901216,510432,Arrived Late,12/9/2024
901217,502241,Size/Fit Issue,7/8/2024
901218,502240,Wrong Item Delivered,8/1/2024
901219,502246,Wrong Item Delivered,10/23/2024
901220,526825,Damaged/Defective,10/16/2022
901221,526826,Size/Fit Issue,2/14/2025
901222,502259,Wrong Item Delivered,6/28/2025
901223,510451,Wrong Item Delivered,3/21/2023
901224,518650,Size/Fit Issue,5/1/2024
901225,510459,Arrived Late,9/10/2024
901226,502266,Changed Mind,2/9/2025
901227,510463,Quality Not As Expected,1/5/2023
901228,526848,Arrived Late,4/21/2024
901229,518659,Arrived Late,2/21/2025
901230,518665,Quality Not As Expected,2/23/2025
901231,518667,Damaged/Defective,6/29/2023
901232,502284,Changed Mind,4/5/2023
901233,510478,Quality Not As Expected,9/20/2024
901234,510479,Wrong Item Delivered,7/18/2025
901235,518677,Quality Not As Expected,5/23/2025
901236,518678,Quality Not As Expected,2/2/2025
901237,518681,Arrived Late,11/16/2024
901238,502299,Arrived Late,4/2/2023
901239,518684,Changed Mind,7/27/2024
901240,510491,Quality Not As Expected,2/14/2025
901241,526875,Arrived Late,9/23/2024
901242,526884,Changed Mind,4/24/2024
901243,502309,Changed Mind,10/15/2024
901244,502308,Damaged/Defective,7/15/2024
901245,518693,Wrong Item Delivered,11/16/2023
901246,510505,Changed Mind,7/30/2024
901247,526890,Changed Mind,8/10/2024
901248,526891,Arrived Late,10/19/2024
901249,502316,Damaged/Defective,8/20/2024
901250,526892,Arrived Late,8/8/2025
901251,510506,Changed Mind,4/2/2024
901252,526895,Size/Fit Issue,9/9/2023
901253,526903,Size/Fit Issue,11/5/2024
901254,518712,Arrived Late,6/22/2024
901255,510522,Arrived Late,11/2/2024
901256,526910,Changed Mind,4/25/2025
901257,502335,Arrived Late,5/23/2024
901258,510528,Damaged/Defective,2/18/2025
901259,502337,Size/Fit Issue,1/15/2025
901260,502334,Changed Mind,4/14/2025
901261,510536,Wrong Item Delivered,7/24/2024
901262,518731,Arrived Late,1/30/2025
901263,518732,Quality Not As Expected,8/30/2024
901264,502349,Arrived Late,4/1/2024
901265,526926,Arrived Late,4/3/2023
901266,526927,Size/Fit Issue,2/9/2023
901267,510543,Arrived Late,9/22/2024
901268,502347,Wrong Item Delivered,11/15/2024
901269,502354,Arrived Late,1/9/2025
